科比-布莱恩特,2500
乔-约翰逊,2489
勒布朗-詹姆斯,2297
卡梅罗-安东尼,2288
德怀特-霍华德,2236
克里斯-波什,2219
克里斯-保罗,2147
凯文-杜兰特,2016
德里克-罗斯,2009
布鲁克-洛佩斯,2000
德维恩-韦德,2000
马克-加索尔,1970
凯文-乐福,1950
德安德鲁-乔丹,1950
拉玛库斯-阿尔德里奇,1950
保罗-米尔萨普,1900
布雷克-格里芬,1891
保罗-乔治,1712
拉塞尔-威斯布鲁克,1674
科怀-伦纳德,1650
格雷格-门罗,1640
韦斯利-马修斯,1640
埃内斯-坎特,1640
托比亚斯-哈里斯,1600
约翰-沃尔,1585
詹姆斯-哈登,1576
埃里克-戈登,1551
罗伊-希波特,1550
克莱-汤普森,1550
大卫-李,1549
戈登-海沃德,1541
钱德勒-帕森斯,1536
吉米-巴特勒,1526
克里斯-米德尔顿,1500
戈兰-德拉季奇,1478
凯里-欧文,1475
德马库斯-考辛斯,1473
德雷蒙德-格林 ,1430
特里斯坦-汤普森,1426
雷吉-杰克逊,1400
达尼罗-加里纳利,1400
艾尔-杰弗森,1383
德马雷-卡罗尔,1350
托尼-帕克,1344
乔金-诺阿,1340
埃里克-布莱索,1309
罗宾-洛佩斯,1300
泰森-钱德勒,1300
内内-希拉里奥,1300
泰-劳森,1240
