斯蒂芬-库里,4023
克里斯-保罗,3851
拉塞尔-威斯布鲁克,3818
詹姆斯-哈登,3780
约翰-沃尔,3780
勒布朗-詹姆斯,3744
凯文-杜兰特,3720
布雷克-格里芬,3423
凯尔-洛瑞,3330
保罗-乔治,3301
肯巴-沃克,3274
科怀-伦纳德,3274
吉米-巴特勒,3274
克莱-汤普森,3274
戈登-海沃德,3270
迈克-康利,3251
凯里-欧文,3174
托比亚斯-哈里斯,3103
克里斯-米德尔顿,3060
保罗-米尔萨普,3050
达米安-利拉德,2980
凯文-乐福,2890
尼古拉-武切维奇,2800
艾尔-霍福德,2800
德玛尔-德罗赞,2774
C.J.迈克鲁姆,2756
安德鲁-威金斯,2750
乔尔-恩比德,2750
克里斯塔普斯-波尔津吉斯,2729
德安吉洛-拉塞尔,2729
奥托-波特,2725
德文-布克,2725
卡尔-安东尼-唐斯,2725
安德烈-德拉蒙德,2709
布拉德利-比尔,2709
安东尼-戴维斯,2709
哈桑-怀特塞德,2709
尼科拉-约季奇,2657
朱-霍勒迪,2613
拉玛库斯-阿尔德里奇,2600
扬尼斯-阿德托昆博,2584
史蒂文-亚当斯,2584
马克-加索尔,2560
尼古拉斯-巴通姆,2557
钱德勒-帕森斯,2510
鲁迪-戈波特,2501
哈里森-巴恩斯,2415
赛尔吉-伊巴卡,2327
达尼罗-加里纳利,2262
维克多-奥拉迪波,2100
